ופקיד וּפַקֵּּ[י]ד:ס=שפיקד
לרישיה לְְרֵישֵׁ[י]הּ:שם-עצם(רישא),זכר,יחיד=לראשו
לשמיא לִשְְׁמַיָּּא:שם-עצם,זכר,רבים=לשמיים
לתתא לְְתַתָּא:ס
מבעי מִבְְעֵי:ס=מתבקש
מהימנא מְְהֵימְְנָא:ס=נאמן
מוחיה מוֹחֵ[י]הּ:שם-עצם(מוחא),זכר,יחיד=למוחו
מיד מִיָּּד:ס
מילא מִ[י]לָּּא:ס
מילי מִילַּּי:ס=דברי
מלובשין מְְלוּבָּּשִׁין:ס=מלובשים
מלין מִלִּּין:שם-עצם(מלא),זכר,רבים=דברים
מלכים מְְלָכִים:ס
מלתא מִלְְּּתָא:שם-עצם,נקבה,יחיד=דבר
מנא מַנָּּא:שם-עצם,זכר,רבים=מן
מנהון מִנְְּּהוֹן:ס=מהם
מסטרא מִסִּּטְרָא:ס=מהצד
מעתיקים מֵעַתִּּיקִין:ס
מרישיה מֵרֵישֵׁ[י]הּ:שם-עצם(רישא),זכר,יחיד=מראשו
משום מִשּּׁוּם:ס=משום
משכנא מַשְׁכְְּנָא:שם-עצם,זכר,יחיד=המשכן
מתבטלא מִתְבַּטְְּּלָא:ס=מתבטל
מתטמרין מִתְטַמְְרִין:ס=נחבאים
מתקיימא מִתְקַיְְּּימָא:ס=מתקיים
נהיר נָהֵ[י]ר:ס
נפיק נָפֵ[י]ק:ס
נפקו נְְפַקוּ:ס=יצאו
נקשו נְְקַשׁוּ=ס:נקשו
עיבר עֵ[י]בֶר:שם-עצם,זכר,יחיד=עבר
עלאה עִלָּּאָה:ס=עליון
עלאין עִלָּּאִין:ס=עליונים
עתיק עַתִּּיק:ס
עתיקא עַתִּּיקָא:ס
פתח פְְּתַח:פועל(פתח),שלישי,זכר,יחיד,עבר=פתח
צדיקייא צַדִּּיקַיָּּ[י]א:שם-עצם(צדיקא),זכר,רבים=צדיקים
צלותיה צְְלוֹתֵ[י]הּ:שם-עצם(צלותא),נקבה,יחיד=תפילתו
קיומא קִיּּוּמָא:ס
קיימין קָיְ[י]מִין:ס
קמיה קַמֵּּ[י]הּ:ס=מלפניוּ
קרא קְְרָא:ס=קרא
רבי רִבִּּי:ס
רישיה רֵישֵׁ[י]הּ:שם-עצם(רישא),זכר,יחיד=ראשו
שוו שְְׁווּ:פעל(שוי),שלישי,רבים,עבר
שמיא שְְׁמַיָּּא:שם-עצם,זכר,רבים=השמיים
שמעו שְְׁמַעוּ:=שמעו
שנין שְְׁנִין:שם-עצם,זכר,רבים=שנים
תחות תְְּחוֹת:ס
תמן תַּמָּּן:ס=שם
תנא תְְּנָא:ס
תניא תַּנְיא:ס=תנא
תצטריך תִצְטְְרִיךְ:נפעל(צרך),שני,זכר,יחיד,עתיד
תרי תְְּרֵי:ס
תשכח תִּשְׁכַּח:פעל(שכח),שני,זכר,יחיד,עתיד=תמצא|פעל(שכח),שלישי,נקבה,יחיד,עתיד=תמצא
